campaign_id,date,bid_adjustment,budget_adjustment,audience_action,creative_action
campaign_000005,2025-10-21,0.0,0.0,0,0
campaign_000005,2025-10-22,0.0,0.0,0,0
campaign_000005,2025-10-24,0.0,0.0,0,1
campaign_000005,2025-10-29,0.0,0.0,0,0
campaign_000005,2025-11-03,0.0,0.0,0,1
campaign_000006,2025-08-22,0.21612715293721785,0.1356999507457893,0,0
campaign_000006,2025-08-25,-0.13498591618291703,-0.08201247937527402,0,0
campaign_000006,2025-08-27,0.16963749998770572,0.1402739522949572,0,0
campaign_000006,2025-08-30,-0.23909762201782817,-0.10002112523219243,0,0
campaign_000006,2025-09-04,-0.22691940813711836,-0.07976908089213867,0,0
campaign_000006,2025-09-05,0.061643502415067934,0.18905062401521128,0,0
campaign_000006,2025-09-07,0.06447787965286207,0.09355523187290309,0,0
campaign_000006,2025-09-13,0.0,0.0,0,1
campaign_000006,2025-09-25,0.05971254465913234,0.11719305457717785,0,1
campaign_000006,2025-09-29,0.0,0.0,0,0
campaign_000006,2025-10-04,0.0,0.0,0,1
campaign_000006,2025-10-06,0.0,0.0,0,0
campaign_000006,2025-10-07,0.060842348841198615,0.15882170510232305,0,0
campaign_000006,2025-10-16,0.0,0.0,0,1
campaign_000006,2025-10-18,0.0,0.0,0,0
campaign_000006,2025-10-23,0.0,0.0,0,1
campaign_000006,2025-10-28,0.0,0.0,0,3
campaign_000006,2025-11-02,0.0,0.0,0,0
campaign_000006,2025-11-05,0.10410435603436932,0.17070889756121468,0,0
campaign_000006,2025-11-18,-0.20385314467877624,-0.14738940523935368,0,3
campaign_000006,2025-11-20,0.11265520222763575,0.1290138931538323,0,0
campaign_000006,2025-11-26,0.0,0.0,0,1
campaign_000006,2025-12-01,0.0,0.0,0,0
campaign_000006,2025-12-07,0.0,0.0,0,3
campaign_000006,2025-12-10,0.14941786187015943,0.16292134917665152,0,0
campaign_000007,2025-11-23,0.1843023614562075,0.05065393699348707,0,0
campaign_000007,2025-11-24,0.0,0.0,0,0
campaign_000007,2025-12-04,0.0,0.0,0,0
campaign_000007,2025-12-05,0.0,0.0,0,0
campaign_000007,2025-12-10,0.0,0.0,0,1
campaign_000007,2025-12-15,0.0,0.0,0,0
campaign_000007,2025-12-19,0.24968424678475482,0.16286036805792012,0,3
campaign_000007,2026-01-04,0.0,0.0,0,1
campaign_000007,2026-01-09,0.0,0.0,0,3
campaign_000007,2026-01-17,0.0,0.0,0,0
campaign_000007,2026-01-18,0.0,0.0,0,0
campaign_000007,2026-02-04,0.0,0.0,0,1
campaign_000007,2026-02-06,0.0,0.0,0,3
campaign_000007,2026-02-09,0.0,0.0,0,0
campaign_000007,2026-02-13,0.0,0.0,0,0
campaign_000007,2026-02-15,0.0,0.0,0,3
campaign_000008,2025-11-20,-0.1684279948818173,-0.09424482166050008,0,0
campaign_000008,2025-11-21,-0.1898084568882655,-0.08766235392822205,0,0
campaign_000008,2025-11-26,-0.14869975979261493,-0.1871283842435842,0,0
campaign_000008,2025-12-05,0.0,0.0,0,3
campaign_000009,2025-08-12,0.23441853071446633,0.16267225517338743,0,0
campaign_000009,2025-08-15,0.13334173276944597,0.06091435643594407,0,0
campaign_000009,2025-08-16,0.18474232954416978,0.05116394725061368,0,0
campaign_000009,2025-08-17,0.0,0.0,0,0
campaign_000009,2025-08-23,0.0,0.0,0,0
campaign_000009,2025-08-26,0.0,0.0,0,0
campaign_000009,2025-09-08,0.0,0.0,0,3
campaign_000009,2025-09-17,0.2028440967684617,0.13713708473694178,0,1
campaign_000009,2025-09-24,0.0,0.0,0,1
campaign_000010,2025-08-12,-0.17012093039128984,-0.13093597664500978,0,0
campaign_000010,2025-08-31,-0.19261929021757954,-0.15169516910367695,0,0
campaign_000010,2025-09-04,-0.1719658569456554,-0.15737962036919023,0,3
campaign_000010,2025-09-05,-0.082542028188303,-0.10804790584220422,0,0
campaign_000011,2025-10-29,-0.08582933906106732,-0.1586405544528866,0,0
campaign_000011,2025-11-01,-0.16271032023537743,-0.11273131028334347,0,0
campaign_000011,2025-11-06,-0.07893277393953706,-0.09872842183342274,0,1
campaign_000011,2025-11-07,-0.19590617887669823,-0.19300461493076146,0,0
campaign_000011,2025-11-30,-0.071441328715868,-0.05025452663990624,0,1
campaign_000011,2025-12-04,-0.06079956133219043,-0.09321443863380421,0,3
campaign_000011,2025-12-11,-0.2430515708155346,-0.12968997097678098,0,0
campaign_000011,2025-12-16,-0.07877395592939082,-0.16537733222183276,0,3
campaign_000011,2026-01-06,-0.21295533383381243,-0.16933304494015056,0,1
campaign_000011,2026-01-07,0.0,0.0,0,1
campaign_000011,2026-01-08,0.0,0.0,0,0
campaign_000011,2026-01-11,-0.2418998627036161,-0.10809972053907808,0,0
campaign_000011,2026-01-13,0.0,0.0,0,3
campaign_000011,2026-01-15,0.0,0.0,1,0
campaign_000011,2026-02-01,0.0,0.0,0,1
campaign_000011,2026-02-07,0.0,0.0,0,1
campaign_000011,2026-02-08,0.0,0.0,0,0
campaign_000012,2025-10-06,-0.16345901707469002,-0.18094201246429942,0,0
campaign_000012,2025-10-14,-0.1264518998750004,-0.17889382537616386,2,0
campaign_000012,2025-10-15,-0.08850025366866784,-0.17971402580229162,0,0
campaign_000012,2025-10-30,-0.16967096455759162,-0.17197987384324467,0,1
campaign_000013,2025-12-11,0.23998051888390695,0.06637956491380201,0,0
campaign_000014,2025-11-26,0.0,0.0,0,0
campaign_000014,2025-11-28,-0.24210648738513293,-0.10959405958907037,0,0
campaign_000014,2025-12-14,-0.17405109309020864,-0.08933517303361418,0,1
campaign_000014,2025-12-15,0.2311083322301726,0.1317223831177956,0,0
campaign_000015,2025-07-29,0.0,0.0,0,0
campaign_000015,2025-08-02,0.0,0.0,0,0
campaign_000015,2025-08-15,-0.06101826265001725,-0.10713253739722399,0,0
campaign_000015,2025-08-18,0.12488383538045936,0.08109690098641122,0,0
campaign_000015,2025-09-01,0.0,0.0,0,3
campaign_000015,2025-09-02,0.0,0.0,0,0
campaign_000015,2025-09-05,0.0,0.0,0,0
campaign_000015,2025-09-10,0.0,0.0,0,1
campaign_000015,2025-09-18,-0.20254365028065613,-0.11408352251045098,0,3
campaign_000015,2025-09-20,0.0,0.0,0,0
campaign_000015,2025-09-22,0.07738391057712198,0.16892053021493664,0,0
campaign_000015,2025-09-25,0.0,0.0,0,0
campaign_000015,2025-09-27,0.0,0.0,0,0
campaign_000015,2025-10-01,0.051561680036076335,0.05827266862084203,0,1
campaign_000015,2025-10-03,0.1051191869541298,0.15402896408389824,0,0
campaign_000015,2025-10-07,-0.2338117731381963,-0.10144313641954734,0,0
campaign_000015,2025-10-13,0.13396612770944405,0.18674117854362335,0,1
campaign_000015,2025-10-22,-0.20974013028798205,-0.13297846186288984,0,3
campaign_000015,2025-10-24,0.09133220144614312,0.063472903019161,0,0
campaign_000015,2025-10-25,0.0,0.0,0,0
campaign_000015,2025-10-26,0.0,0.0,0,0
campaign_000015,2025-10-28,0.0,0.0,0,0
campaign_000015,2025-10-29,0.11726802457582729,0.12223671229053476,0,0
campaign_000015,2025-11-01,0.0,0.0,0,3
campaign_000015,2025-11-08,0.05825335688044464,0.19697125988572747,0,0
campaign_000015,2025-11-09,0.0771475062521828,0.07861723551373455,0,0
campaign_000016,2025-11-05,0.20255296222423225,0.11595929564953023,0,0
campaign_000016,2025-11-09,0.22148771169396764,0.128403970476622,0,0
campaign_000016,2025-11-10,0.13914517708247653,0.17275075034517057,0,0
campaign_000016,2025-11-11,0.0,0.0,0,0
campaign_000016,2025-11-14,0.0,0.0,0,0
campaign_000016,2025-11-16,0.10357486321493387,0.11155025993224676,0,0
campaign_000016,2025-11-18,0.0,0.0,0,0
campaign_000016,2025-11-27,0.22942665984921307,0.08005506421147232,0,1
campaign_000016,2025-12-04,0.0,0.0,0,1
campaign_000016,2025-12-07,0.0,0.0,0,0
campaign_000017,2025-08-12,-0.08745399011368284,-0.113055414464508,0,0
campaign_000017,2025-08-15,-0.14941321258335022,-0.12506567660976145,0,0
campaign_000017,2025-08-21,-0.09058013858653095,-0.05703983205943124,0,0
campaign_000018,2025-12-07,0.0,0.0,0,0
campaign_000018,2025-12-08,0.0,0.0,0,0
campaign_000018,2025-12-12,0.0,0.0,0,3
campaign_000018,2025-12-17,0.0,0.0,0,0
campaign_000018,2025-12-19,0.0,0.0,0,0
campaign_000018,2025-12-22,0.0,0.0,0,0
campaign_000018,2026-01-03,0.0,0.0,0,1
campaign_000018,2026-01-07,0.0,0.0,0,1
campaign_000018,2026-01-11,0.0,0.0,0,0
campaign_000018,2026-01-12,0.0,0.0,0,0
campaign_000018,2026-01-18,0.22498999829805605,0.13365078570538502,0,1
campaign_000018,2026-01-20,0.0,0.0,0,0
campaign_000018,2026-02-14,0.0,0.0,0,1
campaign_000018,2026-02-19,0.0,0.0,0,1
campaign_000019,2025-09-18,0.14777867662424796,0.12828738060234782,0,0
campaign_000019,2025-09-21,-0.1015247234254724,-0.06802148467360183,0,0
campaign_000019,2025-09-24,-0.0620033429218347,-0.1182106809129714,0,0
campaign_000019,2025-10-02,0.0,0.0,0,3
campaign_000019,2025-10-09,0.0,0.0,0,0
campaign_000020,2025-11-10,0.17678767203902493,0.09302816508407159,0,0
campaign_000020,2025-11-11,0.1660859727237517,0.10104572293969724,0,0
campaign_000020,2025-11-13,0.0,0.0,0,0
campaign_000020,2025-11-23,0.14709396415714285,0.16984653350585882,0,0
campaign_000020,2025-12-01,0.0,0.0,0,1
campaign_000020,2025-12-03,0.0,0.0,2,0
campaign_000020,2025-12-04,0.0,0.0,0,0
campaign_000020,2025-12-15,0.06405688412811027,0.18044437891233583,0,1
campaign_000020,2025-12-20,0.0,0.0,0,1
campaign_000020,2025-12-25,0.0,0.0,0,3
campaign_000020,2026-01-09,0.0,0.0,0,1
campaign_000020,2026-01-13,0.2020833487593055,0.14826565474372838,0,0
campaign_000020,2026-01-20,0.0,0.0,2,1
campaign_000021,2025-10-02,0.0,0.0,0,0
campaign_000021,2025-10-11,0.0,0.0,0,0
campaign_000021,2025-10-22,0.0,0.0,0,0
campaign_000021,2025-10-29,0.0,0.0,0,3
campaign_000021,2025-11-04,0.0,0.0,0,0
campaign_000021,2025-11-06,0.0,0.0,0,0
campaign_000021,2025-11-10,0.0,0.0,0,1
campaign_000021,2025-11-19,0.0,0.0,0,1
campaign_000021,2025-11-25,0.0,0.0,0,1
campaign_000022,2025-08-12,0.07520760613375828,0.14135883742912225,1,0
campaign_000022,2025-08-16,0.0,0.0,1,0
campaign_000022,2025-08-17,0.12465572231454392,0.17834444242386138,1,0
campaign_000022,2025-08-18,0.133483079065289,0.10033793152822758,1,0
campaign_000022,2025-08-19,0.0,0.0,0,0
campaign_000022,2025-08-26,0.24446773566877616,0.09473955396138477,0,0
campaign_000022,2025-08-30,-0.12318199312763393,-0.18562255493468766,1,0
campaign_000022,2025-09-05,-0.15734251018671302,-0.07669511797364525,0,1
campaign_000022,2025-09-08,0.060918055410239313,0.17072380454232194,0,0
campaign_000022,2025-09-10,-0.22504040160276867,-0.13271463532538563,0,1
campaign_000022,2025-09-17,0.2135746115007853,0.13490812341290798,1,3
campaign_000022,2025-09-19,0.06891489724166326,0.10133394633909015,0,0
campaign_000022,2025-09-21,0.0,0.0,0,0
campaign_000022,2025-10-03,0.0,0.0,1,1
campaign_000022,2025-10-04,0.16694034090719712,0.1867740896065238,0,0
campaign_000022,2025-10-06,0.0,0.0,0,0
campaign_000022,2025-10-08,0.0,0.0,0,1
campaign_000022,2025-10-16,0.14346585935716663,0.16143554043235991,0,1
campaign_000022,2025-10-23,0.0,0.0,0,1
campaign_000023,2025-12-15,-0.234514169899939,-0.11277735676930374,0,0
campaign_000023,2025-12-20,-0.1383678283427797,-0.0844488140820982,0,0
campaign_000023,2025-12-31,-0.2366688816506653,-0.19664158866068332,0,0
campaign_000023,2026-01-05,0.0,0.0,0,3
campaign_000023,2026-01-11,0.0,0.0,0,0
campaign_000024,2025-10-30,0.0,0.0,0,0
campaign_000024,2025-11-08,0.0,0.0,2,0
campaign_000024,2025-11-15,0.0,0.0,0,0
campaign_000024,2025-11-20,0.0,0.0,0,1
campaign_000024,2025-11-27,0.0,0.0,0,0
campaign_000024,2025-11-30,0.0,0.0,0,1
campaign_000025,2025-11-11,-0.13106535072201986,-0.09961448342919889,0,0
campaign_000025,2025-12-01,-0.10642870830301353,-0.17783811368387034,0,1
campaign_000026,2025-11-09,-0.24960289118497345,-0.06433739228495067,0,3
campaign_000026,2025-11-20,-0.112639636066935,-0.05889674505113339,0,1
campaign_000026,2025-11-29,0.0,0.0,0,1
campaign_000026,2025-12-12,0.0,0.0,0,3
campaign_000026,2025-12-23,0.0,0.0,0,0
campaign_000026,2026-01-03,0.0,0.0,0,3
campaign_000026,2026-01-08,0.0,0.0,0,1
campaign_000026,2026-01-09,0.0,0.0,0,0
campaign_000026,2026-01-20,0.0,0.0,0,3
campaign_000026,2026-01-22,-0.050281961820768974,-0.08583552955273271,0,0
campaign_000027,2025-11-12,-0.10201866199565122,-0.12376877374436662,0,0
campaign_000027,2025-11-19,-0.08141442125625255,-0.10393096479793172,0,0
campaign_000027,2025-11-20,-0.1325312497387777,-0.11466495911221969,0,0
campaign_000027,2025-12-09,-0.07036229730989368,-0.05622779527694043,0,1
campaign_000027,2025-12-12,-0.0833886806528759,-0.08561277096947605,0,3
campaign_000028,2025-08-09,0.0,0.0,0,0
campaign_000028,2025-08-11,-0.21259355399883545,-0.10048098528053782,0,0
campaign_000028,2025-08-17,0.2322491354916237,0.16410420396293607,2,0
campaign_000028,2025-08-25,0.20646789154765016,0.057915768180693085,0,0
campaign_000028,2025-08-31,-0.1646701558857893,-0.16705303537127886,2,1
campaign_000028,2025-09-04,0.1407050684096601,0.1395592256689478,2,0
campaign_000028,2025-09-08,0.0,0.0,0,1
campaign_000028,2025-09-09,0.18163975976186447,0.1323563271233393,0,0
campaign_000028,2025-09-13,0.19912973670246226,0.09928542927227464,0,0
campaign_000028,2025-09-15,0.18812609450989054,0.11857668291849503,0,1
campaign_000028,2025-09-23,0.0,0.0,0,1
campaign_000028,2025-09-24,-0.10118855259286968,-0.17167568950190773,0,0
campaign_000028,2025-09-30,0.0,0.0,0,3
campaign_000028,2025-10-05,0.07504518024064133,0.0854777331267081,0,0
campaign_000028,2025-10-07,0.0,0.0,0,0
campaign_000028,2025-10-14,-0.11433619280294165,-0.1679260079131264,0,1
campaign_000028,2025-11-07,0.0,0.0,0,3
campaign_000029,2025-10-15,-0.12318812178910185,-0.1871273783620265,0,0
campaign_000029,2025-10-17,-0.21540954435193627,-0.14765752667767806,0,0
campaign_000029,2025-10-19,-0.10828038306373441,-0.19413657666374873,0,0
campaign_000029,2025-10-22,-0.06266183163495401,-0.1484042258969733,0,0
campaign_000029,2025-11-02,0.0,0.0,0,3
campaign_000029,2025-11-03,-0.18155499152200322,-0.09736189772562302,0,0
campaign_000029,2025-11-04,0.0,0.0,0,0
campaign_000029,2025-11-08,-0.11332940590693895,-0.16077997903989252,0,0
campaign_000029,2025-11-16,-0.1921415570738009,-0.09917069515126282,0,1
campaign_000030,2025-10-18,0.0,0.0,0,0
campaign_000030,2025-11-02,-0.21173106036217298,-0.14547598684178645,0,1
campaign_000030,2025-11-21,0.0,0.0,0,1
campaign_000030,2025-12-06,0.0,0.0,0,1
campaign_000030,2025-12-07,0.0,0.0,0,1
campaign_000030,2025-12-08,0.0,0.0,0,0
campaign_000030,2025-12-11,0.0,0.0,0,0
campaign_000031,2025-08-24,0.06856471355227821,0.07371433056778322,0,0
campaign_000031,2025-08-26,0.11079260996198595,0.09708536079023702,0,0
campaign_000031,2025-08-27,0.13665912815844639,0.1295642007837714,0,0
campaign_000031,2025-08-31,0.19979817554970083,0.08685001400893741,0,0
campaign_000031,2025-09-02,0.08614813887537583,0.14121396962574534,0,1
campaign_000031,2025-09-06,0.06418742440468897,0.09771661091492582,0,0
campaign_000031,2025-09-07,0.08539118214256874,0.06898000173588348,0,0
campaign_000031,2025-09-10,0.1641212591599472,0.10854187275443958,0,1
campaign_000031,2025-09-21,0.0,0.0,0,1
campaign_000031,2025-09-23,0.08253535817460099,0.14381080355208573,0,0
campaign_000031,2025-09-26,0.24818073183063905,0.16765761322579628,0,0
campaign_000031,2025-10-02,0.0,0.0,0,3
campaign_000031,2025-10-11,0.0,0.0,0,0
campaign_000031,2025-10-15,0.13640615826243702,0.1650475442333193,0,1
campaign_000031,2025-10-23,0.0,0.0,0,1
campaign_000031,2025-11-07,0.0,0.0,0,3
campaign_000031,2025-11-10,0.0,0.0,0,0
campaign_000032,2025-09-28,-0.1427665669283768,-0.1634609065914181,0,0
campaign_000032,2025-10-01,-0.21243563780106453,-0.1207948160643029,0,0
campaign_000032,2025-10-10,-0.06588560137158297,-0.12495540805306914,0,0
campaign_000032,2025-10-14,0.0,0.0,0,3
campaign_000032,2025-10-18,0.0,0.0,0,0
campaign_000032,2025-10-21,-0.07597655903854565,-0.11093811973301247,0,0
campaign_000033,2025-08-03,0.1471050053620702,0.16987698983014646,0,0
campaign_000033,2025-08-13,0.1400639201750721,0.1806423629479934,0,0
campaign_000033,2025-08-18,0.09674741895886377,0.07762205971770754,1,0
campaign_000033,2025-08-24,0.19651284297417826,0.12033463167682941,0,3
campaign_000034,2025-08-17,-0.18357112171703804,-0.09586503769739552,0,0
campaign_000034,2025-08-18,-0.06468193245888788,-0.09177072933673076,0,0
campaign_000034,2025-08-24,-0.08368238648597993,-0.18527663040889483,0,0
campaign_000034,2025-09-04,-0.1800315971403281,-0.17542555872612664,0,1
campaign_000034,2025-09-12,-0.14983124952505686,-0.1704960442468906,0,1
campaign_000034,2025-09-15,-0.17307713883096032,-0.10937854880009087,0,0
campaign_000034,2025-09-29,-0.18340326391175593,-0.0875249579230005,0,1
campaign_000034,2025-09-30,-0.2010300454275142,-0.14813977161181055,0,3
campaign_000034,2025-10-06,-0.16808837663002554,-0.17174730758127796,2,0
campaign_000034,2025-10-10,0.0,0.0,0,0
campaign_000034,2025-10-12,-0.21621165413554255,-0.12734679475870705,0,0
campaign_000034,2025-10-15,-0.1631170506068007,-0.12163258104498362,0,1
campaign_000034,2025-10-19,0.0,0.0,0,0
campaign_000034,2025-10-29,0.0,0.0,0,1
campaign_000034,2025-10-30,0.0,0.0,0,0
campaign_000034,2025-11-01,0.0,0.0,0,3
campaign_000034,2025-11-03,-0.11574418699197246,-0.059353908886024154,0,0
campaign_000034,2025-11-05,0.0,0.0,0,0
campaign_000035,2025-08-26,0.0,0.0,0,0
campaign_000035,2025-08-30,0.0,0.0,0,0
campaign_000035,2025-08-31,0.0,0.0,0,0
campaign_000035,2025-09-08,0.0,0.0,0,0
campaign_000035,2025-09-13,0.0,0.0,0,0
campaign_000035,2025-09-14,0.24692327223243998,0.17238252986709604,0,0
campaign_000035,2025-09-16,0.0,0.0,0,0
campaign_000036,2025-08-10,0.0,0.0,0,0
campaign_000036,2025-08-22,-0.14514483463455832,-0.06653122641615584,0,0
campaign_000036,2025-09-02,0.0,0.0,0,1
campaign_000036,2025-09-10,0.16050746424201107,0.18705136596415278,0,1
campaign_000036,2025-09-14,-0.2091640217273564,-0.1341364679789688,0,0
campaign_000036,2025-09-16,0.15236370987887748,0.1581915174332359,0,0
campaign_000036,2025-09-22,-0.08766802487648326,-0.15371843780806113,0,1
campaign_000036,2025-09-30,0.0,0.0,0,1
campaign_000036,2025-10-01,0.20393456770215457,0.18053152799881866,0,0
campaign_000036,2025-10-02,-0.1300733915303851,-0.15167256436292448,0,0
campaign_000037,2025-11-06,-0.12061155656186433,-0.1365257851093205,0,0
campaign_000037,2025-11-09,-0.06886414814407385,-0.08560192275376526,0,0
campaign_000037,2025-11-15,-0.16466909609336725,-0.14191659703771034,0,0
campaign_000037,2025-11-17,-0.10037060704333288,-0.1727500081844181,0,0
campaign_000038,2025-08-20,0.10818592656243153,0.09923340567351512,0,0
campaign_000038,2025-08-26,0.05413458928075006,0.1869322740166402,2,0
campaign_000038,2025-08-29,0.0,0.0,0,0
campaign_000038,2025-09-01,0.07250252984763109,0.14746230481566477,0,0
campaign_000038,2025-09-03,0.20551744034353578,0.12850929700418187,0,0
campaign_000038,2025-09-07,0.0,0.0,0,0
campaign_000038,2025-09-10,0.0,0.0,0,1
campaign_000038,2025-09-13,0.2155458131656584,0.16699382422899742,0,0
campaign_000038,2025-09-15,0.0,0.0,0,0
campaign_000038,2025-09-17,0.08862075229394768,0.14119143065224135,0,3
campaign_000038,2025-09-20,0.0,0.0,2,0
campaign_000038,2025-09-25,-0.07100068220111236,-0.1269042511053773,0,0
campaign_000038,2025-10-20,-0.10363953340034264,-0.10572809475309143,0,1
campaign_000038,2025-10-29,0.1426478694504721,0.0502166698872982,0,1
campaign_000038,2025-10-30,-0.05603387207037506,-0.16409526963665383,0,1
campaign_000039,2025-07-28,0.1932176069525091,0.10994035134067034,0,0
campaign_000039,2025-07-29,0.1122562723733009,0.08881881509979869,0,0
campaign_000039,2025-08-07,0.17507096965541338,0.109137037093665,0,0
campaign_000039,2025-08-14,0.14585003124487983,0.15799241551813173,0,0
campaign_000039,2025-08-18,0.17840754366278969,0.1503714391542052,0,0
campaign_000039,2025-08-19,0.1179783995049165,0.08014713980671784,0,0
campaign_000039,2025-08-31,0.22010513696197498,0.1080131300624645,0,1
campaign_000039,2025-09-05,0.1299018155473872,0.16271480286723294,0,1
campaign_000039,2025-09-06,0.23605922029425022,0.07465836056620144,0,0
campaign_000039,2025-09-24,0.0,0.0,0,3
campaign_000039,2025-10-11,0.0,0.0,0,1
campaign_000039,2025-10-13,0.061533869565569346,0.09589615298034335,0,3
campaign_000039,2025-10-24,0.0,0.0,0,0
campaign_000039,2025-10-26,0.0,0.0,0,1
campaign_000040,2025-09-15,-0.06338154254998073,-0.059214415249633966,2,0
campaign_000041,2025-10-10,-0.1237415066959576,-0.16168090769874724,0,0
campaign_000041,2025-10-11,-0.10788359929753193,-0.06106396075517977,0,0
campaign_000041,2025-10-18,-0.06616527835097195,-0.17360618929132687,2,0
campaign_000041,2025-10-26,-0.19386779060386503,-0.13463563381596724,0,0
campaign_000041,2025-10-27,-0.24130690282304193,-0.08015151700559768,0,0
campaign_000041,2025-10-28,-0.24417084404912476,-0.058582823520447844,0,0
campaign_000041,2025-11-09,-0.13820740977853888,-0.14771172721840542,0,1
campaign_000041,2025-11-23,-0.10653497204706658,-0.1514292568419832,2,1
campaign_000041,2025-12-02,0.0,0.0,0,1
campaign_000041,2025-12-05,-0.20502259806408898,-0.05555852130459815,1,1
campaign_000041,2025-12-13,0.0,0.0,0,1
campaign_000041,2025-12-27,0.0,0.0,0,1
campaign_000041,2025-12-28,0.0,0.0,2,3
campaign_000041,2025-12-30,0.0,0.0,0,0
campaign_000041,2025-12-31,0.0,0.0,0,0
campaign_000041,2026-01-07,0.0,0.0,0,0
campaign_000041,2026-01-15,0.0,0.0,0,3
campaign_000042,2025-10-12,-0.17476820877812763,-0.16437520876307968,0,0
campaign_000042,2025-10-16,-0.24651490761821998,-0.1786671918275708,0,0
campaign_000042,2025-10-29,-0.08637661884026214,-0.11693084026127004,0,0
campaign_000042,2025-10-31,-0.17683087917034293,-0.08197037754024838,0,0
campaign_000043,2025-10-24,-0.12359510046519068,-0.09037327465273322,0,0
campaign_000043,2025-10-25,-0.2299580091779812,-0.08208173485206938,0,0
campaign_000043,2025-11-18,-0.15989682605870253,-0.19378420460696388,0,3
campaign_000043,2025-11-19,-0.07052779572781326,-0.1641458762409678,0,0
campaign_000044,2025-12-09,-0.12782507296071577,-0.10912469046282988,0,0
