campaign_id,date,platform,optimization_goal,daily_budget,target_cpa,min_roas,impressions,clicks,conversions,spend,revenue,ctr,cvr,roas,cpa,cpc,cpm
01E57DAC509AE48685D6219DE7718BA8,2020-10-21,criteo,roas,1.344,0.672,1.5,41,2,2,1.12,91.07158,0.04878048780487805,1.0,81.3139107142857,0.56,0.56,27.31707317073171
01E57DAC509AE48685D6219DE7718BA8,2020-10-22,criteo,roas,0.264,0.264,1.5,65,3,1,0.22,55.02613000000001,0.046153846153846156,0.3333333333333333,55.02613000000001,0.22,0.07333333333333333,3.3846153846153846
01E57DAC509AE48685D6219DE7718BA8,2020-10-23,criteo,roas,0.40800000000000003,0.40800000000000003,1.5,55,2,1,0.34,51.46235,0.03636363636363636,0.5,51.46235,0.34,0.17,6.1818181818181825
01E57DAC509AE48685D6219DE7718BA8,2020-10-24,criteo,roas,1.08,1.08,1.5,13,1,1,0.9,38.07751,0.07692307692307693,1.0,38.07751,0.9,0.9,69.23076923076924
01E57DAC509AE48685D6219DE7718BA8,2020-10-26,criteo,roas,1.104,0.552,1.5,64,3,2,0.9200000000000002,80.77172000000002,0.046875,0.6666666666666666,80.77172000000002,0.4600000000000001,0.3066666666666667,14.375000000000002
01E57DAC509AE48685D6219DE7718BA8,2020-10-27,criteo,roas,0.06,0.06,1.5,24,1,0,0.05,-1.0,0.041666666666666664,0.0,-1.0,0.05,0.05,2.0833333333333335
01E57DAC509AE48685D6219DE7718BA8,2020-10-28,criteo,roas,0.12,0.12,1.5,47,2,0,0.1,-2.0,0.0425531914893617,0.0,-2.0,0.1,0.05,2.127659574468085
01E57DAC509AE48685D6219DE7718BA8,2020-10-31,criteo,roas,0.06,0.06,1.5,16,1,0,0.05,-1.0,0.0625,0.0,-1.0,0.05,0.05,3.125
01E57DAC509AE48685D6219DE7718BA8,2020-11-01,criteo,roas,0.12,0.12,1.5,35,2,0,0.1,-2.0,0.05714285714285714,0.0,-2.0,0.1,0.05,2.857142857142857
0225D81C97298F6FD63C8868EE8E2228,2020-08-09,criteo,roas,4.5287999999999995,0.5660999999999999,1.5,893,52,8,3.774,350.33174,0.05823068309070549,0.15384615384615385,92.82770005299417,0.47175,0.07257692307692308,4.226203807390818
0225D81C97298F6FD63C8868EE8E2228,2020-08-10,criteo,roas,6.0,0.8571428571428571,1.5,802,47,7,5.0,473.39242,0.05860349127182045,0.14893617021276595,94.678484,0.7142857142857143,0.10638297872340426,6.234413965087282
0225D81C97298F6FD63C8868EE8E2228,2020-08-14,criteo,roas,12.911040000000002,0.6455520000000001,1.5,819,76,20,10.759200000000002,1086.6763799999999,0.0927960927960928,0.2631578947368421,100.9997378987285,0.5379600000000001,0.1415684210526316,13.136996336996338
0225D81C97298F6FD63C8868EE8E2228,2020-08-15,criteo,roas,4.248,0.708,1.5,1528,64,6,3.54,188.71325,0.041884816753926704,0.09375,53.30882768361582,0.59,0.0553125,2.316753926701571
0225D81C97298F6FD63C8868EE8E2228,2020-08-21,criteo,roas,0.12,0.12,1.5,50,2,0,0.1,-2.0,0.04,0.0,-2.0,0.1,0.05,2.0
0225D81C97298F6FD63C8868EE8E2228,2020-08-22,criteo,roas,14.952,0.59808,1.5,2876,97,25,12.46,986.31737,0.03372739916550765,0.25773195876288657,79.15869743178169,0.4984,0.1284536082474227,4.33240611961057
0225D81C97298F6FD63C8868EE8E2228,2020-08-23,criteo,roas,13.030800000000001,0.6858315789473685,1.5,1027,64,19,10.859000000000002,748.38079,0.062317429406037,0.296875,68.9180209964085,0.5715263157894738,0.16967187500000003,10.573515092502436
0225D81C97298F6FD63C8868EE8E2228,2020-08-28,criteo,roas,10.104,0.5943529411764705,1.5,1033,75,17,8.42,693.08218,0.07260406582768635,0.22666666666666666,82.31379809976247,0.49529411764705883,0.11226666666666667,8.151016456921587
0225D81C97298F6FD63C8868EE8E2228,2020-08-29,criteo,roas,16.1784,0.647136,1.5,2326,111,25,13.482000000000001,1595.37853,0.04772141014617369,0.22522522522522523,118.3339660287791,0.5392800000000001,0.12145945945945948,5.7962166809974205
0225D81C97298F6FD63C8868EE8E2228,2020-08-30,criteo,roas,15.900479999999998,0.611556923076923,1.5,3404,113,26,13.250399999999999,1154.50732,0.033196239717978845,0.23008849557522124,87.12999758497857,0.5096307692307692,0.11726017699115043,3.8925969447708573
0225D81C97298F6FD63C8868EE8E2228,2020-08-31,criteo,roas,11.360400000000002,0.5163818181818183,1.5,3641,122,22,9.467000000000002,873.7488900000001,0.03350727822026916,0.18032786885245902,92.29416816309283,0.43031818181818193,0.07759836065573772,2.6001098599285917
0225D81C97298F6FD63C8868EE8E2228,2020-09-01,criteo,roas,11.915999999999999,0.7009411764705882,1.5,984,62,17,9.93,1447.3745999999999,0.06300813008130081,0.27419354838709675,145.75776435045316,0.5841176470588235,0.16016129032258064,10.091463414634147
0225D81C97298F6FD63C8868EE8E2228,2020-09-15,criteo,roas,0.06,0.06,1.5,15,1,0,0.05,-1.0,0.06666666666666667,0.0,-1.0,0.05,0.05,3.3333333333333335
0225D81C97298F6FD63C8868EE8E2228,2020-09-18,criteo,roas,6.8784,0.6253090909090909,1.5,822,50,11,5.732,830.8865900000001,0.06082725060827251,0.22,144.9557903000698,0.5210909090909092,0.11464,6.973236009732361
0225D81C97298F6FD63C8868EE8E2228,2020-09-19,criteo,roas,3.1020000000000003,0.517,1.5,1008,37,6,2.5850000000000004,161.23561999999998,0.03670634920634921,0.16216216216216217,62.37354738878142,0.4308333333333334,0.06986486486486487,2.5644841269841274
0225D81C97298F6FD63C8868EE8E2228,2020-09-21,criteo,roas,9.2388,0.6159199999999999,1.5,878,48,15,7.699,498.42975,0.05466970387243736,0.3125,64.73954409663592,0.5132666666666666,0.16039583333333332,8.76879271070615
0225D81C97298F6FD63C8868EE8E2228,2020-09-22,criteo,roas,6.6659999999999995,0.6666,1.5,879,46,10,5.555,655.05823,0.05233219567690557,0.21739130434782608,117.92227362736274,0.5555,0.12076086956521738,6.319681456200228
0225D81C97298F6FD63C8868EE8E2228,2020-09-25,criteo,roas,7.499999999999998,0.8333333333333331,1.5,699,38,9,6.249999999999999,462.35454999999996,0.05436337625178827,0.23684210526315788,73.97672800000001,0.6944444444444443,0.1644736842105263,8.94134477825465
0225D81C97298F6FD63C8868EE8E2228,2020-09-26,criteo,roas,3.2399999999999998,0.8099999999999999,1.5,445,30,4,2.6999999999999997,233.88213000000002,0.06741573033707865,0.13333333333333333,86.62301111111113,0.6749999999999999,0.09,6.0674157303370775
0225D81C97298F6FD63C8868EE8E2228,2020-09-28,criteo,roas,4.44,0.888,1.5,551,30,5,3.7,219.02436999999998,0.0544464609800363,0.16666666666666666,59.19577567567567,0.74,0.12333333333333334,6.715063520871143
0225D81C97298F6FD63C8868EE8E2228,2020-09-29,criteo,roas,3.2880000000000003,0.6576000000000001,1.5,456,29,5,2.74,266.08897,0.06359649122807018,0.1724137931034483,97.11276277372262,0.548,0.09448275862068967,6.008771929824562
0225D81C97298F6FD63C8868EE8E2228,2020-10-04,criteo,roas,0.06,0.06,1.5,19,1,0,0.05,-1.0,0.05263157894736842,0.0,-1.0,0.05,0.05,2.631578947368421
0225D81C97298F6FD63C8868EE8E2228,2020-10-05,criteo,roas,0.06,0.06,1.5,18,1,0,0.05,-1.0,0.05555555555555555,0.0,-1.0,0.05,0.05,2.7777777777777777
0225D81C97298F6FD63C8868EE8E2228,2020-10-19,criteo,roas,0.06,0.06,1.5,16,1,0,0.05,-1.0,0.0625,0.0,-1.0,0.05,0.05,3.125
0225D81C97298F6FD63C8868EE8E2228,2020-10-20,criteo,roas,0.06,0.06,1.5,48,1,0,0.05,-1.0,0.020833333333333332,0.0,-1.0,0.05,0.05,1.0416666666666667
0225D81C97298F6FD63C8868EE8E2228,2020-10-21,criteo,roas,2.4719999999999995,0.6179999999999999,1.5,642,28,4,2.0599999999999996,119.69732,0.04361370716510903,0.14285714285714285,58.10549514563108,0.5149999999999999,0.07357142857142857,3.208722741433021
0225D81C97298F6FD63C8868EE8E2228,2020-10-22,criteo,roas,8.3208,0.83208,1.5,838,34,10,6.934,670.4713399999999,0.0405727923627685,0.29411764705882354,96.69329968272281,0.6934,0.20394117647058824,8.274463007159904
0225D81C97298F6FD63C8868EE8E2228,2020-10-23,criteo,roas,6.5280000000000005,0.5934545454545455,1.5,1101,41,11,5.44,344.45336,0.03723887375113533,0.2682926829268293,63.318632352941165,0.49454545454545457,0.1326829268292683,4.940962761126249
0225D81C97298F6FD63C8868EE8E2228,2020-10-24,criteo,roas,3.552,0.7103999999999999,1.5,1101,49,5,2.96,260.60929,0.04450499545867393,0.10204081632653061,88.04367905405405,0.592,0.06040816326530612,2.688465031789282
0225D81C97298F6FD63C8868EE8E2228,2020-10-27,criteo,roas,3.96,0.495,1.5,476,38,8,3.3000000000000003,392.81374,0.07983193277310924,0.21052631578947367,119.03446666666666,0.41250000000000003,0.0868421052631579,6.932773109243698
0225D81C97298F6FD63C8868EE8E2228,2020-10-28,criteo,roas,5.812799999999999,0.5812799999999999,1.5,1254,41,10,4.843999999999999,402.35742,0.03269537480063796,0.24390243902439024,83.06305119735757,0.48439999999999994,0.11814634146341463,3.862838915470494
023E892E813B16691CB0F136B92FD92E,2020-08-07,criteo,roas,0.12,0.12,1.5,29,2,0,0.1,-2.0,0.06896551724137931,0.0,-2.0,0.1,0.05,3.4482758620689657
023E892E813B16691CB0F136B92FD92E,2020-08-09,criteo,roas,0.59976,0.59976,1.5,490,8,1,0.49979999999999997,20.68055,0.0163265306122449,0.125,20.68055,0.49979999999999997,0.062474999999999996,1.0199999999999998
023E892E813B16691CB0F136B92FD92E,2020-08-10,criteo,roas,1.1275199999999999,0.5637599999999999,1.5,346,15,2,0.9396,39.03811,0.04335260115606936,0.13333333333333333,39.03811,0.4698,0.06264,2.715606936416185
023E892E813B16691CB0F136B92FD92E,2020-08-14,criteo,roas,1.79928,0.59976,1.5,207,11,3,1.4994,107.79237,0.05314009661835749,0.2727272727272727,71.89033613445378,0.4998,0.1363090909090909,7.243478260869566
023E892E813B16691CB0F136B92FD92E,2020-08-15,criteo,roas,2.2070399999999997,0.5517599999999999,1.5,178,11,4,1.8392,126.98708,0.06179775280898876,0.36363636363636365,69.04473684210527,0.4598,0.1672,10.33258426966292
023E892E813B16691CB0F136B92FD92E,2020-08-21,criteo,roas,0.06,0.06,1.5,16,1,0,0.05,-1.0,0.0625,0.0,-1.0,0.05,0.05,3.125
023E892E813B16691CB0F136B92FD92E,2020-08-22,criteo,roas,0.6,0.6,1.5,152,10,1,0.5,69.2174,0.06578947368421052,0.1,69.2174,0.5,0.05,3.289473684210526
023E892E813B16691CB0F136B92FD92E,2020-08-23,criteo,roas,2.5187999999999993,0.5037599999999998,1.5,511,22,5,2.0989999999999993,97.87819,0.043052837573385516,0.22727272727272727,46.63086707956171,0.41979999999999984,0.09540909090909089,4.1076320939334625
023E892E813B16691CB0F136B92FD92E,2020-08-28,criteo,roas,0.8400000000000001,0.8400000000000001,1.5,344,14,1,0.7000000000000001,10.654060000000001,0.040697674418604654,0.07142857142857142,10.654060000000001,0.7000000000000001,0.05,2.034883720930233
023E892E813B16691CB0F136B92FD92E,2020-08-29,criteo,roas,2.6390399999999996,0.6597599999999999,1.5,283,19,4,2.1992,137.45173,0.06713780918727916,0.21052631578947367,62.5007866496908,0.5498,0.11574736842105261,7.771024734982332
023E892E813B16691CB0F136B92FD92E,2020-08-30,criteo,roas,4.270079999999999,0.5337599999999999,1.5,498,23,8,3.5584,396.64142000000004,0.04618473895582329,0.34782608695652173,111.46622639388491,0.4448,0.15471304347826087,7.145381526104417
023E892E813B16691CB0F136B92FD92E,2020-08-31,criteo,roas,3.2148,0.6429599999999999,1.5,817,20,5,2.679,163.97,0.02447980416156671,0.25,61.20567375886525,0.5357999999999999,0.13394999999999999,3.2790697674418605
023E892E813B16691CB0F136B92FD92E,2020-09-01,criteo,roas,1.79928,0.59976,1.5,622,17,3,1.4994,86.85319999999999,0.027331189710610933,0.17647058823529413,57.925303454715205,0.4998,0.0882,2.410610932475884
023E892E813B16691CB0F136B92FD92E,2020-09-18,criteo,roas,0.3,0.3,1.5,158,5,0,0.25,-5.0,0.03164556962025317,0.0,-5.0,0.25,0.05,1.5822784810126582
023E892E813B16691CB0F136B92FD92E,2020-09-19,criteo,roas,2.9510399999999994,0.7377599999999999,1.5,300,18,4,2.4591999999999996,190.37741,0.06,0.2222222222222222,77.41436646063762,0.6147999999999999,0.1366222222222222,8.197333333333333
023E892E813B16691CB0F136B92FD92E,2020-09-21,criteo,roas,0.42000000000000004,0.42000000000000004,1.5,132,7,1,0.35000000000000003,27.97052,0.05303030303030303,0.14285714285714285,27.97052,0.35000000000000003,0.05,2.651515151515152
023E892E813B16691CB0F136B92FD92E,2020-09-22,criteo,roas,1.91928,0.63976,1.5,298,19,3,1.5994000000000002,108.20429,0.06375838926174497,0.15789473684210525,67.65305114417906,0.5331333333333333,0.08417894736842106,5.367114093959732
023E892E813B16691CB0F136B92FD92E,2020-09-25,criteo,roas,1.0315200000000002,0.5157600000000001,1.5,241,10,2,0.8596000000000001,52.087340000000005,0.04149377593360996,0.2,52.087340000000005,0.42980000000000007,0.08596000000000001,3.5668049792531122
023E892E813B16691CB0F136B92FD92E,2020-09-26,criteo,roas,0.7200000000000001,0.7200000000000001,1.5,226,12,0,0.6000000000000001,-12.0,0.05309734513274336,0.0,-12.0,0.6000000000000001,0.05,2.6548672566371687
023E892E813B16691CB0F136B92FD92E,2020-09-28,criteo,roas,1.43952,0.71976,1.5,128,8,2,1.1996,62.207139999999995,0.0625,0.25,51.85656885628543,0.5998,0.14995,9.371875
023E892E813B16691CB0F136B92FD92E,2020-09-29,criteo,roas,1.96704,0.49176,1.5,320,14,4,1.6392,88.41603,0.04375,0.2857142857142857,53.938524890190344,0.4098,0.11708571428571428,5.1225000000000005
023E892E813B16691CB0F136B92FD92E,2020-10-19,criteo,roas,0.06,0.06,1.5,17,1,0,0.05,-1.0,0.058823529411764705,0.0,-1.0,0.05,0.05,2.941176470588235
023E892E813B16691CB0F136B92FD92E,2020-10-21,criteo,roas,0.24,0.24,1.5,109,4,0,0.2,-4.0,0.03669724770642202,0.0,-4.0,0.2,0.05,1.834862385321101
023E892E813B16691CB0F136B92FD92E,2020-10-22,criteo,roas,3.8383199999999995,0.5483314285714286,1.5,351,15,7,3.1986,204.27992,0.042735042735042736,0.4666666666666667,63.86541611955231,0.45694285714285715,0.21323999999999999,9.112820512820512
023E892E813B16691CB0F136B92FD92E,2020-10-23,criteo,roas,2.39928,0.7997599999999999,1.5,212,9,3,1.9994,105.54503,0.04245283018867924,0.3333333333333333,52.78835150545163,0.6664666666666667,0.22215555555555555,9.431132075471698
023E892E813B16691CB0F136B92FD92E,2020-10-24,criteo,roas,1.99128,0.66376,1.5,652,17,3,1.6594,107.08306,0.02607361963190184,0.17647058823529413,64.53119199710738,0.5531333333333334,0.09761176470588236,2.545092024539877
023E892E813B16691CB0F136B92FD92E,2020-10-27,criteo,roas,0.66,0.66,1.5,184,11,0,0.55,-11.0,0.059782608695652176,0.0,-11.0,0.55,0.05,2.989130434782609
023E892E813B16691CB0F136B92FD92E,2020-10-28,criteo,roas,1.0075199999999997,0.5037599999999999,1.5,271,11,2,0.8395999999999999,42.47644,0.04059040590405904,0.18181818181818182,42.47644,0.41979999999999995,0.07632727272727272,3.098154981549815
02D9DA79F8E9754EA6E17E1A22636023,2020-08-07,criteo,roas,0.18000000000000002,0.18000000000000002,1.5,60,3,0,0.15000000000000002,-3.0,0.05,0.0,-3.0,0.15000000000000002,0.05,2.5000000000000004
02D9DA79F8E9754EA6E17E1A22636023,2020-08-08,criteo,roas,0.12,0.12,1.5,34,2,0,0.1,-2.0,0.058823529411764705,0.0,-2.0,0.1,0.05,2.941176470588235
02D9DA79F8E9754EA6E17E1A22636023,2020-08-22,criteo,roas,0.06,0.06,1.5,17,1,0,0.05,-1.0,0.058823529411764705,0.0,-1.0,0.05,0.05,2.941176470588235
02D9DA79F8E9754EA6E17E1A22636023,2020-09-14,criteo,roas,1.3656,0.6828,1.5,32,2,2,1.138,47.42852,0.0625,1.0,41.67708260105449,0.569,0.569,35.5625
02D9DA79F8E9754EA6E17E1A22636023,2020-09-15,criteo,roas,0.06,0.06,1.5,21,1,0,0.05,-1.0,0.047619047619047616,0.0,-1.0,0.05,0.05,2.3809523809523814
02D9DA79F8E9754EA6E17E1A22636023,2020-09-18,criteo,roas,0.06,0.06,1.5,24,1,0,0.05,-1.0,0.041666666666666664,0.0,-1.0,0.05,0.05,2.0833333333333335
02D9DA79F8E9754EA6E17E1A22636023,2020-09-19,criteo,roas,0.06,0.06,1.5,21,1,0,0.05,-1.0,0.047619047619047616,0.0,-1.0,0.05,0.05,2.3809523809523814
02D9DA79F8E9754EA6E17E1A22636023,2020-10-04,criteo,roas,0.12,0.12,1.5,123,2,0,0.1,-2.0,0.016260162601626018,0.0,-2.0,0.1,0.05,0.8130081300813008
02D9DA79F8E9754EA6E17E1A22636023,2020-10-05,criteo,roas,0.12,0.12,1.5,95,2,0,0.1,-2.0,0.021052631578947368,0.0,-2.0,0.1,0.05,1.0526315789473684
02D9DA79F8E9754EA6E17E1A22636023,2020-10-19,criteo,roas,0.12,0.12,1.5,85,2,0,0.1,-2.0,0.023529411764705882,0.0,-2.0,0.1,0.05,1.1764705882352942
02D9DA79F8E9754EA6E17E1A22636023,2020-10-20,criteo,roas,0.06,0.06,1.5,33,1,0,0.05,-1.0,0.030303030303030304,0.0,-1.0,0.05,0.05,1.5151515151515151
02D9DA79F8E9754EA6E17E1A22636023,2020-10-21,criteo,roas,0.12,0.12,1.5,34,2,0,0.1,-2.0,0.058823529411764705,0.0,-2.0,0.1,0.05,2.941176470588235
02D9DA79F8E9754EA6E17E1A22636023,2020-10-22,criteo,roas,0.06,0.06,1.5,31,1,0,0.05,-1.0,0.03225806451612903,0.0,-1.0,0.05,0.05,1.6129032258064515
02D9DA79F8E9754EA6E17E1A22636023,2020-10-23,criteo,roas,0.12,0.12,1.5,47,2,0,0.1,-2.0,0.0425531914893617,0.0,-2.0,0.1,0.05,2.127659574468085
02D9DA79F8E9754EA6E17E1A22636023,2020-10-26,criteo,roas,1.3188,1.3188,1.5,13,1,1,1.099,46.72222,0.07692307692307693,1.0,42.51339399454049,1.099,1.099,84.53846153846153
02D9DA79F8E9754EA6E17E1A22636023,2020-10-31,criteo,roas,0.18000000000000002,0.18000000000000002,1.5,70,3,0,0.15000000000000002,-3.0,0.04285714285714286,0.0,-3.0,0.15000000000000002,0.05,2.142857142857143
02D9DA79F8E9754EA6E17E1A22636023,2020-11-01,criteo,roas,0.12,0.12,1.5,31,2,0,0.1,-2.0,0.06451612903225806,0.0,-2.0,0.1,0.05,3.225806451612903
0403781144C992FB9EA92E0A1C58D25F,2020-08-09,criteo,roas,4.77864,0.5309600000000001,1.5,2298,72,9,3.9822000000000006,201.96,0.031331592689295036,0.125,50.715684797348196,0.44246666666666673,0.05530833333333334,1.7328981723237602
0403781144C992FB9EA92E0A1C58D25F,2020-08-10,criteo,roas,2.64,1.32,1.5,959,44,2,2.2,19.85,0.045881126173096975,0.045454545454545456,9.022727272727273,1.1,0.05,2.294056308654849
0403781144C992FB9EA92E0A1C58D25F,2020-08-14,criteo,roas,4.44,4.44,1.5,2387,74,1,3.7,-68.01,0.031001256807708422,0.013513513513513514,-18.38108108108108,3.7,0.05,1.550062840385421
0403781144C992FB9EA92E0A1C58D25F,2020-08-15,criteo,roas,9.4212,1.8842400000000001,1.5,1273,55,5,7.851000000000001,370.39,0.04320502749410841,0.09090909090909091,47.177429626799125,1.5702000000000003,0.14274545454545456,6.167321288295366
0403781144C992FB9EA92E0A1C58D25F,2020-08-22,criteo,roas,26.7828,1.7855200000000002,1.5,1557,104,15,22.319000000000003,1577.49,0.06679511881824021,0.14423076923076922,70.67924190151888,1.4879333333333336,0.21460576923076924,14.334617854849071
0403781144C992FB9EA92E0A1C58D25F,2020-08-23,criteo,roas,7.34952,1.0499314285714285,1.5,3430,53,7,6.1246,317.57,0.015451895043731779,0.1320754716981132,51.85154948894622,0.8749428571428571,0.11555849056603774,1.785597667638484
0403781144C992FB9EA92E0A1C58D25F,2020-08-28,criteo,roas,5.582159999999999,0.5074690909090909,1.5,1380,81,11,4.6518,187.43,0.058695652173913045,0.13580246913580246,40.291930005589236,0.42289090909090904,0.05742962962962962,3.370869565217391
0403781144C992FB9EA92E0A1C58D25F,2020-08-29,criteo,roas,36.647999999999996,3.6647999999999996,1.5,1881,103,10,30.54,3747.06,0.05475810738968634,0.0970873786407767,122.69351669941061,3.054,0.29650485436893204,16.23604465709729
0403781144C992FB9EA92E0A1C58D25F,2020-08-30,criteo,roas,25.4796,1.69864,1.5,2781,106,15,21.233,1322.31,0.038115785688601224,0.14150943396226415,62.27617388028069,1.4155333333333333,0.200311320754717,7.63502337288745
0403781144C992FB9EA92E0A1C58D25F,2020-08-31,criteo,roas,12.246240000000002,0.8747314285714286,1.5,6357,134,14,10.205200000000001,707.19,0.021079125373603902,0.1044776119402985,69.29702504605496,0.7289428571428572,0.07615820895522389,1.6053484347962879
0403781144C992FB9EA92E0A1C58D25F,2020-09-01,criteo,roas,13.417679999999999,4.47256,1.5,739,38,3,11.1814,524.07,0.05142083897158322,0.07894736842105263,46.86980163485789,3.727133333333333,0.29424736842105265,15.13044654939107
0403781144C992FB9EA92E0A1C58D25F,2020-09-14,criteo,roas,0.12,0.12,1.5,51,2,0,0.1,-2.0,0.0392156862745098,0.0,-2.0,0.1,0.05,1.9607843137254901
0403781144C992FB9EA92E0A1C58D25F,2020-09-18,criteo,roas,37.47624,4.68453,1.5,1134,62,8,31.230199999999996,1540.72,0.054673721340388004,0.12903225806451613,49.33429821134671,3.9037749999999996,0.5037129032258064,27.53985890652557
0403781144C992FB9EA92E0A1C58D25F,2020-09-19,criteo,roas,13.29024,3.32256,1.5,1071,54,4,11.0752,612.97,0.05042016806722689,0.07407407407407407,55.34617885004334,2.7688,0.2050962962962963,10.340989729225024
0403781144C992FB9EA92E0A1C58D25F,2020-09-21,criteo,roas,8.893199999999998,1.77864,1.5,1109,91,5,7.411,284.55,0.08205590622182146,0.054945054945054944,38.39562812036163,1.4822,0.08143956043956044,6.682596934174931
0403781144C992FB9EA92E0A1C58D25F,2020-09-22,criteo,roas,5.319360000000001,0.8865600000000002,1.5,973,44,6,4.432800000000001,261.88,0.045220966084275435,0.13636363636363635,59.077783793539055,0.7388000000000002,0.10074545454545457,4.555806783144915
0403781144C992FB9EA92E0A1C58D25F,2020-09-25,criteo,roas,4.32,0.864,1.5,2438,72,5,3.6,42.53999999999999,0.029532403609515995,0.06944444444444445,11.816666666666665,0.72,0.05,1.4766201804757997
0403781144C992FB9EA92E0A1C58D25F,2020-09-26,criteo,roas,2.1,2.1,1.5,653,35,1,1.75,-5.010000000000002,0.05359877488514548,0.02857142857142857,-2.862857142857144,1.75,0.05,2.679938744257274
0403781144C992FB9EA92E0A1C58D25F,2020-09-28,criteo,roas,22.40784,1.4938559999999999,1.5,1471,80,15,18.6732,1035.2,0.054384772263766146,0.1875,55.43773964826596,1.24488,0.233415,12.694221617946976
0403781144C992FB9EA92E0A1C58D25F,2020-09-29,criteo,roas,2.7600000000000002,0.6900000000000001,1.5,596,46,4,2.3000000000000003,8.889999999999997,0.07718120805369127,0.08695652173913043,3.865217391304346,0.5750000000000001,0.05,3.8590604026845643
0403781144C992FB9EA92E0A1C58D25F,2020-10-21,criteo,roas,6.696719999999998,0.9566742857142855,1.5,1004,67,7,5.580599999999999,265.96,0.06673306772908366,0.1044776119402985,47.657957925671084,0.7972285714285713,0.08329253731343282,5.5583665338645405
