campaign_id,organization_id,platform,optimization_goal,daily_budget,total_budget,target_cpa,target_roas,start_date,end_date,product_category,brand_tier,audience_size,base_ctr,base_cvr,aov
campaign_000050,org_0621,amazon,conversions,66.32931716944141,3957.4793193377027,,,2025-10-26,2026-01-08,auto,value,medium,0.005862065704020721,0.1715496120683967,15.945811280926515
campaign_000051,org_0492,amazon,cpa,222.9259627185524,13379.618266780797,58.20422907387134,,2025-10-01,2025-12-21,home,mid,medium,0.0026247590190696213,0.12675630849335515,66.08183648359136
campaign_000052,org_0027,amazon,roas,1105.5529523907871,42233.50887518184,,4.956573475034228,2025-09-18,2025-10-21,auto,value,broad,0.00368457783252928,0.14401375203200398,26.10477314305749
campaign_000053,org_0522,amazon,cpa,2659.9838660373603,105258.84436726022,86.55741563017132,,2025-11-21,2026-03-15,travel,mid,medium,0.0030326933854990623,0.14515390752864712,83.245034629334
campaign_000054,org_0878,meta,cpa,360.2830128720194,79261.30195665352,44.47105177665022,,2025-11-23,2026-03-10,home,mid,narrow,0.0072172150112787496,0.014962441522837175,96.81658325297698
campaign_000055,org_0481,meta,roas,958.4599736327837,14388.68862177462,,1.8944396825310883,2025-12-20,2026-01-04,electronics,premium,broad,0.009811813201024274,0.005,103.61786970419318
campaign_000056,org_0139,amazon,conversions,35167.478223946084,577262.3361681153,,,2025-11-28,2026-02-07,apparel,premium,broad,0.006162959419714215,0.07456352319575903,251.6228063265686
campaign_000057,org_0480,amazon,cpa,587.0032690459909,10178.558224799033,37.570755971998935,,2025-10-27,2025-11-26,electronics,mid,broad,0.0049384125882743265,0.06633221179658728,98.31985047680952
campaign_000058,org_0334,meta,cpa,243.85097237902545,21658.74133443897,124.08852469536731,,2025-08-05,2025-11-08,home,mid,narrow,0.008956175061112789,0.032627939589155455,47.51970206522364
campaign_000059,org_0504,google,conversions,131.3015324928727,3035.7776105804137,,,2025-07-26,2025-08-10,electronics,premium,narrow,0.06922405679612512,0.022746634439957617,294.1388762018586
campaign_000060,org_0129,amazon,conversions,766.7626346348244,19736.056868647036,,,2025-11-19,2025-12-14,electronics,mid,narrow,0.0058481550746530275,0.10669333725817703,71.95253370444951
campaign_000061,org_0055,google,cpa,549.9060290112345,49556.68335882982,50.03314850795542,,2025-08-16,2025-11-17,electronics,mid,medium,0.022869313029729936,0.05571290524351116,85.62576158806418
campaign_000062,org_0283,meta,cpa,221.2667843014454,67196.7232093122,58.244748960322596,,2025-08-01,2025-11-19,beauty,value,broad,0.008628796368400573,0.02405692090298751,29.214335040684606
campaign_000063,org_0389,meta,conversions,714.8236634830763,15239.470768497575,,,2025-09-15,2025-10-02,beauty,mid,broad,0.007798099594026801,0.020834745859657798,52.714650443709544
campaign_000064,org_0508,google,conversions,2548.638503133644,460123.60785828973,,,2025-08-16,2025-10-22,food,value,broad,0.015974387328158344,0.025692343868208012,16.60703728758308
campaign_000065,org_0584,google,conversions,1967.5656704112664,407773.9711618944,,,2025-10-05,2025-12-03,electronics,mid,narrow,0.04645589969867992,0.007384741643928081,73.63622795517698
campaign_000066,org_0897,meta,cpa,503.92925194406564,24874.751829577417,30.049155848165995,,2025-09-13,2025-11-27,auto,mid,broad,0.007956196982582873,0.03985373355089099,52.24833618525362
campaign_000067,org_0822,amazon,cpa,263.26237760976136,37311.02183817479,73.42822353560636,,2025-08-28,2025-12-07,home,mid,narrow,0.0076242722015316825,0.01952392096199193,53.766326728574555
campaign_000068,org_0655,meta,roas,213.13985445246487,4959.0279590558175,,2.078270697093627,2025-10-08,2026-01-19,beauty,mid,medium,0.0017049847231443128,0.04496991688368315,68.99059889175884
campaign_000069,org_0951,meta,roas,55.04560984484541,8312.784525508314,,3.9338541026799203,2025-07-26,2025-09-09,beauty,mid,narrow,0.010103076424608877,0.007513510644564729,61.74454042238049
campaign_000070,org_0984,meta,conversions,16.67086393748475,4281.589377050951,,,2025-10-15,2025-12-28,auto,value,medium,0.001,0.03025469836850064,19.375805168263692
campaign_000071,org_0970,google,conversions,89.11332486310054,19622.8915011045,,,2025-12-01,2026-03-14,electronics,mid,medium,0.04549763003409519,0.025656942303084608,79.28223057009154
campaign_000072,org_0879,google,roas,390.71071570316076,136243.0819827127,,3.3842759467064703,2025-08-19,2025-11-26,apparel,value,narrow,0.04369188733371642,0.05174051792936055,21.102598546509107
campaign_000073,org_0486,google,conversions,677.3377810054835,35449.146879766864,,,2025-10-10,2025-12-08,travel,premium,narrow,0.029905923015324312,0.031487836417849815,261.1613164465493
campaign_000074,org_0591,meta,cpa,26.973005064579574,3987.0622395740484,96.20643095712677,,2025-09-30,2025-12-17,apparel,premium,medium,0.010411077536066673,0.013382796731039244,140.21347644933877
campaign_000075,org_0721,amazon,roas,2267.942881936913,50224.95451831615,,2.113119190569318,2025-08-12,2025-09-17,apparel,mid,narrow,0.004969455196519694,0.19497398869899374,89.10849543830436
campaign_000076,org_0555,meta,cpa,126.15016011903789,22345.75826116719,103.01491235152292,,2025-12-01,2026-03-06,food,mid,medium,0.011398402278919379,0.01949116877047731,66.68850130232654
campaign_000077,org_0124,google,roas,349.44652776866,28795.95894580846,,4.26596035948064,2025-09-17,2025-12-12,auto,premium,medium,0.036504410840613795,0.02120990370941369,254.87202031082853
campaign_000078,org_0078,google,cpa,240.36388938977532,70433.28017117316,38.59776742496736,,2025-11-05,2026-02-17,electronics,mid,broad,0.035951018876039575,0.02107069883848333,70.65001438970833
campaign_000079,org_0854,meta,cpa,1350.5230792150548,40387.50016937136,123.75285994419369,,2025-07-26,2025-08-19,travel,premium,narrow,0.032201711373175824,0.023664589079440617,125.07623335302564
campaign_000080,org_0686,google,roas,6260.776520430388,980839.84564902,,1.7746047086721024,2025-07-30,2025-11-11,apparel,mid,narrow,0.04284308207340742,0.011690109367350068,67.04430168542802
campaign_000081,org_0117,google,cpa,1365.585995926013,22371.89807297537,17.260551628642943,,2025-08-22,2025-09-13,home,value,medium,0.02007645799508684,0.02683634921811854,38.88434945396033
campaign_000082,org_0574,google,cpa,207.4797213254507,7061.8125822176735,145.67479658168932,,2025-11-18,2025-12-10,auto,value,narrow,0.049151575763242215,0.05064519791165936,24.610843232771998
campaign_000083,org_0778,amazon,conversions,109.48558787017981,2560.813733378876,,,2025-12-10,2026-01-16,electronics,premium,narrow,0.002557058071381681,0.06518477920098507,121.90833893990502
campaign_000084,org_0713,meta,roas,309.9563428937762,11692.420232371818,,4.921281319335462,2025-08-13,2025-09-14,electronics,value,narrow,0.0113674900175455,0.03428266068386927,33.570797304947256
campaign_000085,org_0915,google,conversions,1111.7019411661227,434836.90857347683,,,2025-07-27,2025-11-10,travel,mid,narrow,0.051873104993871856,0.04741490620860802,49.26449771589555
campaign_000086,org_0423,google,cpa,527.6816157166294,355428.28719333373,106.97791969607538,,2025-09-27,2025-12-29,beauty,value,medium,0.06140524010020498,0.01257482594520051,20.906357353405692
campaign_000087,org_0947,meta,roas,86.4787124208847,6567.329447132575,,4.750961984215189,2025-09-28,2025-12-16,beauty,mid,medium,0.005347226045638513,0.04138993704178661,58.44854207075716
campaign_000088,org_0992,amazon,cpa,2142.6863818607485,206473.2987916908,83.49024395830482,,2025-08-20,2025-11-05,electronics,value,medium,0.0035581213878824462,0.12326222359946962,24.32360556874382
campaign_000089,org_0035,amazon,cpa,2565.6238182611237,68404.42283509263,141.26337541393795,,2025-11-19,2025-12-31,travel,mid,medium,0.008014641391253796,0.08505118958564384,71.46673385062552
campaign_000090,org_0319,amazon,cpa,7593.939018592141,314683.5966904354,101.83858273018399,,2025-11-27,2026-01-25,food,mid,medium,0.007341946587116719,0.25,48.929989417609065
campaign_000091,org_0680,meta,roas,310.665809789418,16729.842806129705,,1.961534112870101,2025-07-26,2025-11-07,beauty,value,medium,0.013886573651482832,0.029625883444443887,38.88271713891344
campaign_000092,org_0410,amazon,cpa,339.41011510428154,3786.9034703656803,17.239966549758655,,2025-10-11,2025-10-27,auto,mid,broad,0.0011759074941236015,0.11495665735976779,48.7496727786711
campaign_000093,org_0054,amazon,roas,397.75754996152676,11639.963738005334,,2.3360646543044945,2025-11-17,2026-01-08,beauty,premium,narrow,0.007724432631728499,0.10179788478364363,111.47827221204633
campaign_000094,org_0080,google,roas,183.53681343782742,59394.650188515196,,3.7803530447653677,2025-08-01,2025-09-23,home,value,narrow,0.0710548960256592,0.07525565925832,17.88899150219851
campaign_000095,org_0800,google,conversions,86.90450654424559,37194.54213580854,,,2025-11-26,2026-03-16,food,value,broad,0.007369946362297671,0.02073298084131779,35.700788398328754
campaign_000096,org_0215,google,cpa,762.7810886436478,95539.51889098172,72.50360704656472,,2025-11-17,2026-01-23,travel,mid,narrow,0.03461817099952163,0.020544524550981966,89.24803623535179
campaign_000097,org_0771,meta,roas,176.68193237855516,5832.325617965194,,3.167718458086069,2025-09-04,2025-10-10,food,mid,broad,0.003018167794568291,0.0397192483433496,76.98365798010347
campaign_000098,org_0284,google,cpa,2618.753214461549,306552.9865189756,33.84927628943744,,2025-08-14,2025-12-09,electronics,value,narrow,0.028978977211020024,0.08057099858061767,33.03776965437371
campaign_000099,org_0695,meta,cpa,119.18333961504345,9529.962103983771,131.84654444091157,,2025-12-12,2026-02-28,electronics,mid,medium,0.015574753482096604,0.013444418255650873,56.39324477430357
campaign_000100,org_0532,amazon,cpa,345.48220489261104,24911.82463676882,11.492917932808023,,2025-11-27,2026-02-09,travel,value,broad,0.0030336985988514897,0.13185094981778334,31.31627266795984
campaign_000101,org_0433,amazon,roas,3096.4205490767463,224026.82525664064,,2.577700128792151,2025-10-09,2026-01-14,beauty,value,medium,0.005216995369486314,0.1457580073461826,32.62479531848125
campaign_000102,org_0067,meta,cpa,351.71902658538437,19376.633065631875,48.86203715318256,,2025-08-26,2025-09-20,home,mid,narrow,0.007658928982789106,0.013727670404341892,84.67088223433743
campaign_000103,org_0407,google,conversions,759.0930253290611,312933.27233800397,,,2025-08-27,2025-11-23,travel,mid,broad,0.025924114538109874,0.005,63.863565412886565
campaign_000104,org_0954,google,cpa,73.34727399342519,5759.475570331733,39.432650684496195,,2025-08-07,2025-09-11,auto,mid,medium,0.04951392697720477,0.04773527273437423,41.69678156469408
campaign_000105,org_0478,amazon,conversions,53.22384582468473,2131.11867880329,,,2025-10-30,2025-12-10,travel,mid,medium,0.004762795715696595,0.09081458884204881,64.54020012359244
campaign_000106,org_0513,amazon,conversions,482.69730731028505,16820.649978642796,,,2025-08-06,2025-09-21,food,mid,medium,0.0017677560654749032,0.13904113304835786,77.9754053848665
campaign_000107,org_0503,amazon,roas,3655.8759256255175,334982.8037847345,,2.8803031318302823,2025-10-07,2026-01-16,travel,mid,narrow,0.0014567407151630397,0.15005981008042552,75.64589499305325
campaign_000108,org_0252,amazon,cpa,329.19487152413166,14077.203460590848,110.38907329461026,,2025-08-07,2025-10-30,beauty,mid,broad,0.0018986669489268941,0.05830158714917097,66.70451086593428
campaign_000109,org_0622,google,conversions,35.96266692617046,5219.3616186494555,,,2025-12-14,2026-02-18,auto,mid,medium,0.015365632753913403,0.03893411872079336,69.92924063923942
campaign_000110,org_0429,meta,conversions,467.5487969442635,73834.79937260906,,,2025-07-30,2025-11-08,food,mid,medium,0.01025357840131675,0.005,53.71513565800076
campaign_000111,org_0102,google,roas,174.31251615096,7167.958750440456,,3.308151820887773,2025-09-25,2025-10-19,apparel,value,broad,0.046139270059638346,0.07232264170960162,20.755809687740655
campaign_000112,org_0010,google,roas,276.71822388787876,35958.94848647702,,4.970576530987482,2025-12-09,2026-03-30,beauty,premium,broad,0.0037505000766696133,0.06028778802326971,120.13737170382201
campaign_000113,org_0345,meta,roas,926.0230117759721,46010.665828071826,,2.226176238172353,2025-10-08,2025-12-01,apparel,mid,broad,0.008540429479264394,0.032668204155088754,91.92412980574507
campaign_000114,org_0143,amazon,roas,260.2018881805972,6013.104421443695,,1.958310539944732,2025-10-06,2025-10-31,food,mid,narrow,0.005865215872265752,0.07761780611278075,90.84396768708143
campaign_000115,org_0036,amazon,cpa,2464.8733949089014,108325.59915527535,143.56658515215142,,2025-11-02,2025-12-24,travel,value,narrow,0.0046960800538381345,0.14337240630766201,29.975134183258287
campaign_000116,org_0803,google,roas,441.1755809745768,62352.81881047236,,3.200390665904206,2025-12-13,2026-02-27,apparel,mid,medium,0.03472137877024299,0.02343391119208537,76.3674121297952
campaign_000117,org_0668,amazon,conversions,1110.3090754067052,44748.08802321445,,,2025-09-24,2025-12-10,home,premium,medium,0.001206538413944752,0.12260367349325368,197.73372786804282
campaign_000118,org_0026,meta,cpa,1378.127198196153,38082.105292386674,39.17351931366541,,2025-12-06,2025-12-28,beauty,mid,broad,0.008114528995683105,0.015266996543014484,46.663680395807056
campaign_000119,org_0609,amazon,cpa,4756.609053143528,238707.9076177836,95.57037921632116,,2025-07-26,2025-10-30,apparel,mid,medium,0.004851615868489495,0.15295447218944583,89.61540961137399
campaign_000120,org_0851,meta,cpa,194.52251041201112,22150.94971973127,114.52000712670528,,2025-09-10,2025-11-29,travel,mid,broad,0.006650597112464845,0.02238978093189403,62.846054078656195
campaign_000121,org_0662,google,conversions,25.8741285594935,2950.873944800112,,,2025-12-11,2026-02-11,home,premium,medium,0.032702597353915105,0.02200414502110732,120.9476825302066
campaign_000122,org_0243,amazon,conversions,848.9596675762696,18543.036991442685,,,2025-08-28,2025-09-30,beauty,mid,medium,0.0059938054956849805,0.10483842881392244,82.65113745050293
campaign_000123,org_0413,google,roas,64.15912531196237,26769.21365812961,,3.9711218847711134,2025-11-20,2026-03-09,auto,mid,broad,0.024032879630952967,0.008837795468722102,85.54231036206592
campaign_000124,org_0133,google,cpa,1849.939149305857,117871.9888794698,44.55709600687796,,2025-10-11,2026-01-05,beauty,premium,medium,0.019111938342031853,0.046927290623239526,244.6164663876678
campaign_000125,org_0277,google,cpa,63.81663970391653,2096.443454791128,40.73924584374207,,2025-11-02,2025-12-05,travel,mid,medium,0.06686322814176562,0.020563710039167637,40.81698111829729
campaign_000126,org_0033,amazon,cpa,172.2305749499039,10634.902930776445,115.79401610121722,,2025-08-19,2025-11-12,food,mid,narrow,0.0033876718753924097,0.0630199879386488,95.9596379942155
campaign_000127,org_0026,amazon,roas,200.85670586848207,11759.603325623428,,2.76259266816972,2025-11-14,2026-01-07,apparel,value,narrow,0.008425021304960595,0.10224725891918156,39.14886547696677
campaign_000128,org_0379,amazon,cpa,178.91817900782794,21422.575467858136,118.56642069735595,,2025-10-09,2026-02-05,beauty,mid,narrow,0.004737502600512232,0.12186848357334862,53.08300468008166
campaign_000129,org_0189,google,conversions,44.57886269105628,14251.559463366944,,,2025-11-26,2026-02-18,electronics,mid,broad,0.025607295912504154,0.0130537139459452,75.34341056405647
campaign_000130,org_0246,google,conversions,2369.9054240442733,68694.89554406212,,,2025-10-11,2025-10-31,apparel,mid,broad,0.0319889295319441,0.0193411083003928,89.27010714399437
campaign_000131,org_0783,google,conversions,753.5871921820026,114336.193761697,,,2025-11-12,2026-01-30,apparel,mid,medium,0.04012793717174918,0.03982645526219268,51.4410315766957
campaign_000132,org_0078,amazon,roas,396.08085855411537,11728.381452593667,,4.4721673717550985,2025-10-19,2025-12-03,auto,value,broad,0.0058452233122718265,0.2417337084368906,35.50644524484288
campaign_000133,org_0586,amazon,roas,3386.56862154508,96403.82301708536,,2.5109678277857164,2025-08-05,2025-10-19,food,premium,narrow,0.004630585165608551,0.10437846241490031,269.8830723858212
campaign_000134,org_0887,amazon,cpa,23156.13612771356,400679.93512727116,104.74546308915795,,2025-08-07,2025-11-09,electronics,premium,narrow,0.008617389504107726,0.10273920211196277,214.38087665180288
campaign_000135,org_0578,google,roas,127.43084480675697,18496.4684747769,,2.885848112412008,2025-09-21,2025-11-20,apparel,mid,medium,0.052048416876138155,0.005,89.34630920197279
campaign_000136,org_0511,meta,roas,336.55430406163487,13617.622868961955,,3.7047982691173997,2025-11-10,2025-12-13,beauty,mid,medium,0.01422762464882541,0.01970947483699736,71.98139416221551
campaign_000137,org_0584,meta,conversions,26.914608393161167,4448.95115767672,,,2025-11-28,2026-02-19,beauty,mid,narrow,0.0013354967083837263,0.026307000085636592,46.40619033154194
campaign_000138,org_0076,amazon,cpa,76.6094076812572,2486.7662086569626,34.61259417797897,,2025-07-30,2025-09-18,apparel,mid,narrow,0.006533332955263446,0.19658835565817115,92.06161422930566
campaign_000139,org_0561,meta,roas,407.9481222242699,11347.49297368787,,1.5269287424753204,2025-12-05,2025-12-28,travel,mid,medium,0.013444100843293791,0.006107543033437072,66.88569141073125
campaign_000140,org_0275,meta,roas,945.5616923858852,11354.886906648242,,3.3091990331627743,2025-11-14,2025-12-07,home,mid,medium,0.01945332297372246,0.022814832766696495,91.1056877881663
campaign_000141,org_0979,google,cpa,165.74342702268973,8777.738318296157,83.88411448012701,,2025-08-27,2025-11-19,apparel,premium,narrow,0.021359638141011893,0.035132390637438865,297.24257705130987
campaign_000142,org_0586,amazon,cpa,2489.098658721544,71200.77728202095,145.78676675810254,,2025-08-24,2025-12-11,beauty,mid,medium,0.004116436192205928,0.17424478665282614,67.37294498736202
campaign_000143,org_0279,amazon,cpa,455.16329781106447,31409.373284308684,17.945617482,,2025-12-12,2026-02-10,apparel,value,medium,0.0031673503460482614,0.08850766694863124,27.419969267984374
campaign_000144,org_0953,meta,conversions,363.75241654434546,18113.655066038467,,,2025-10-24,2026-02-18,food,premium,broad,0.0010865191176585277,0.04507840766092475,141.21474205389
campaign_000145,org_0028,amazon,roas,327.71075511441614,21730.047288519574,,3.2805732107692624,2025-09-09,2025-12-26,apparel,premium,medium,0.005975341053440491,0.11826200986001326,126.86752094571145
campaign_000146,org_0095,meta,conversions,58.05550671308578,12995.077573105184,,,2025-09-30,2025-11-27,travel,value,broad,0.0038657711938979034,0.013855236077589404,28.092931858414232
campaign_000147,org_0365,google,roas,28.773181175311542,6841.919018915946,,2.9500857602834523,2025-08-23,2025-12-19,auto,value,medium,0.02074031829357729,0.061418716225279814,27.36542123210006
campaign_000148,org_0171,google,cpa,326.5032434967219,9980.66827160653,46.53161386834004,,2025-10-25,2025-11-21,home,mid,medium,0.030546301690860287,0.021625227493595627,62.47901843346833
campaign_000149,org_0195,google,cpa,2068.667225407898,25226.733015908165,102.81254525437497,,2025-11-14,2025-12-07,travel,premium,narrow,0.05642180549574116,0.04140368528825577,284.46754180631
campaign_000150,org_0745,google,cpa,13.614792552641541,6355.002260151887,60.85926335216041,,2025-09-16,2025-12-18,beauty,value,medium,0.04874695556092562,0.010854070454008836,21.47077152505966
campaign_000151,org_0166,amazon,cpa,95.46027550343163,6970.567023351871,59.349103914698965,,2025-08-26,2025-12-23,travel,mid,medium,0.005686153033910733,0.06154244280073785,90.22244673889479
campaign_000152,org_0454,amazon,roas,118.06277497921384,8552.674604918026,,4.868918256993499,2025-11-28,2026-02-14,beauty,value,narrow,0.0042277334256902,0.20164013731775965,17.241725931626075
